failure_id,machine_id,failure_date,failure_mode,downtime_hrs,repair_hrs,technician_id,root_cause,corrective_action,component,failure_type,technician_type,part_replaced,part_cost_usd,part_lead_time_days,time_to_diagnose_hrs
F02036,VMC-G1,2025-04-07,Drive module failure,10.33,4.41,TECH-001,Operator error,Design modification,servo_drive,electrical,electrical,servo_amplifier,820.56,11,1.29
F02037,VMC-G1,2025-04-08,Axis fault,11.25,6.17,TECH-004,Contamination,Operator retraining,servo_drive,electrical,electrical,servo_amplifier,573.75,5,1.86
F02038,VMC-G1,2025-04-09,Drive module failure,7.97,4.52,TECH-007,Overloading,Recalibration,servo_drive,electrical,electrical,servo_amplifier,551.25,11,1.8
F02039,VMC-G1,2025-04-10,Spindle overload,8.4,4.86,TECH-004,Calibration drift,Recalibration,spindle,electrical,electrical,spindle_motor_controller,520.02,5,1.68
F02040,VMC-G1,2025-04-13,Spindle overload,9.47,6.45,TECH-002,Calibration drift,Recalibration,spindle,electrical,electrical,spindle_motor_controller,618.05,10,2.45
F02041,VMC-G1,2025-04-18,Tool changer jam,7.79,5.87,TECH-005,Material defect,Design modification,tool_changer,mechanical,mechanical,tool_changer_actuator,366.45,7,0.9
F02042,VMC-G1,2025-04-20,Spindle overload,9.7,6.73,TECH-001,Design limitation,Part replacement,spindle,electrical,electrical,spindle_motor_controller,541.19,7,2.52
F02043,VMC-G1,2025-04-21,Spindle overload,9.89,5.13,TECH-005,Calibration drift,Part replacement,spindle,electrical,electrical,spindle_motor_controller,482.19,11,1.5
F02044,VMC-G1,2025-04-22,Drive module failure,7.07,8.11,TECH-005,Contamination,Operator retraining,servo_drive,electrical,electrical,servo_amplifier,619.69,6,3.05
F02045,VMC-G1,2025-04-23,Tool changer jam,7.43,8.84,TECH-001,Calibration drift,Part replacement,tool_changer,mechanical,mechanical,tool_changer_actuator,264.66,5,2.32
F02046,VMC-G1,2025-04-24,Tool changer jam,7.44,7.86,TECH-007,Operator error,Operator retraining,tool_changer,mechanical,mechanical,tool_changer_actuator,463.37,6,1.32
F02047,VMC-G1,2025-04-26,Tool changer jam,6.98,6.11,TECH-001,Overloading,Part replacement,tool_changer,mechanical,mechanical,tool_changer_actuator,460.86,3,1.62
F02048,PB-G1,2024-01-12,Pump clog,3.49,2.7,TECH-002,Material defect,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_filter,19.99,2,0.27
F02049,PB-G1,2024-01-26,Atomizer wear,2.77,2.34,TECH-006,Material defect,Design modification,spray_system,mechanical,mechanical,atomizer_nozzle,165.28,4,0.39
F02050,PB-G1,2024-02-29,Atomizer wear,3.63,2.59,TECH-004,Overloading,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,155.37,3,0.47
F02051,PB-G1,2024-03-01,Pump clog,4.03,3.22,TECH-008,Operator error,Design modification,coolant_system,hydraulic,hydraulic,coolant_filter,19.55,2,0.23
F02052,PB-G1,2024-03-02,Control panel fault,2.85,3.14,TECH-001,Design limitation,Design modification,control_panel,electrical,electrical,hmi_board,619.18,10,1.56
F02053,PB-G1,2024-03-03,Atomizer wear,2.54,2.47,TECH-005,Component wear,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,118.45,5,0.33
F02054,PB-G1,2024-03-05,Filter saturation,2.82,2.71,TECH-002,Material defect,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,52.84,1,0.25
F02055,PB-G1,2024-03-10,Filter saturation,4.3,2.53,TECH-007,Lack of preventive maintenance,PM schedule updated,filtration_system,mechanical,mechanical,paint_filter_set,54.0,2,0.13
F02056,PB-G1,2024-03-11,Atomizer wear,2.39,3.14,TECH-004,Calibration drift,Vendor notified,spray_system,mechanical,mechanical,atomizer_nozzle,107.97,2,0.71
F02057,PB-G1,2024-04-04,Filter saturation,3.34,2.7,TECH-001,Calibration drift,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,60.32,1,0.18
F02058,PB-G1,2024-04-07,Control panel fault,2.95,2.4,TECH-006,Operator error,Operator retraining,control_panel,electrical,electrical,hmi_board,623.89,11,0.88
F02059,PB-G1,2024-04-12,Atomizer wear,2.83,3.13,TECH-002,Operator error,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,196.07,2,0.54
F02060,PB-G1,2024-04-14,Atomizer wear,3.67,2.35,TECH-004,Component wear,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,204.67,5,0.33
F02061,PB-G1,2024-04-15,Filter saturation,3.41,2.67,TECH-008,Contamination,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,62.24,1,0.2
F02062,PB-G1,2024-04-17,Filter saturation,4.21,2.86,TECH-007,Operator error,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,39.3,1,0.15
F02063,PB-G1,2024-04-18,Atomizer wear,3.19,2.9,TECH-001,Contamination,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,75.54,3,0.55
F02064,PB-G1,2024-04-23,Conveyor jam,3.91,2.55,TECH-001,Design limitation,Recalibration,conveyor_system,mechanical,mechanical,conveyor_chain,208.32,4,0.37
F02065,PB-G1,2024-04-26,Filter saturation,3.03,3.07,TECH-004,Calibration drift,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,79.54,1,0.17
F02066,PB-G1,2024-05-01,Control panel fault,3.6,2.79,TECH-002,Component wear,Vendor notified,control_panel,electrical,electrical,hmi_board,433.59,14,1.2
F02067,PB-G1,2024-05-02,Pump clog,1.51,2.44,TECH-008,Operator error,Design modification,coolant_system,hydraulic,hydraulic,coolant_filter,45.14,2,0.3
F02068,PB-G1,2024-05-03,Conveyor jam,2.46,2.13,TECH-004,Design limitation,Operator retraining,conveyor_system,mechanical,mechanical,conveyor_chain,140.45,4,0.32
F02069,PB-G1,2024-05-04,Atomizer wear,1.62,2.92,TECH-001,Material defect,Vendor notified,spray_system,mechanical,mechanical,atomizer_nozzle,178.88,5,0.66
F02070,PB-G1,2024-05-14,Filter saturation,2.43,2.89,TECH-003,Calibration drift,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,30.44,2,0.17
F02071,PB-G1,2024-06-07,Filter saturation,2.24,2.47,TECH-004,Design limitation,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,30.52,1,0.12
F02072,PB-G1,2024-06-19,Pump clog,2.83,2.55,TECH-002,Component wear,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_filter,36.66,1,0.26
F02073,PB-G1,2024-06-20,Conveyor jam,2.9,2.9,TECH-005,Contamination,PM schedule updated,conveyor_system,mechanical,mechanical,conveyor_chain,249.87,5,0.29
F02074,PB-G1,2024-07-06,Control panel fault,2.15,2.61,TECH-003,Calibration drift,PM schedule updated,control_panel,electrical,electrical,hmi_board,529.34,10,0.81
F02075,PB-G1,2024-07-07,Control panel fault,2.31,2.53,TECH-002,Design limitation,Vendor notified,control_panel,electrical,electrical,hmi_board,600.48,9,1.03
F02076,PB-G1,2024-07-09,Control panel fault,2.92,2.91,TECH-004,Contamination,PM schedule updated,control_panel,electrical,electrical,hmi_board,611.12,7,1.21
F02077,PB-G1,2024-07-28,Conveyor jam,2.36,2.31,TECH-004,Contamination,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,239.73,4,0.27
F02078,PB-G1,2024-08-06,Filter saturation,2.82,3.16,TECH-003,Design limitation,Recalibration,filtration_system,mechanical,mechanical,paint_filter_set,63.1,2,0.3
F02079,PB-G1,2024-08-15,Conveyor jam,2.4,2.98,TECH-004,Calibration drift,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,314.72,6,0.45
F02080,PB-G1,2024-08-21,Conveyor jam,3.89,3.04,TECH-004,Material defect,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,269.43,5,0.55
F02081,PB-G1,2024-09-03,Atomizer wear,3.23,2.22,TECH-006,Material defect,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,112.31,4,0.28
F02082,PB-G1,2024-09-08,Control panel fault,2.87,3.14,TECH-006,Component wear,PM schedule updated,control_panel,electrical,electrical,hmi_board,449.9,8,1.05
F02083,PB-G1,2024-09-15,Control panel fault,2.97,3.8,TECH-007,Lack of preventive maintenance,Part replacement,control_panel,electrical,electrical,hmi_board,287.3,14,1.85
F02084,PB-G1,2024-09-16,Atomizer wear,4.57,2.04,TECH-005,Overloading,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,85.58,2,0.23
F02085,PB-G1,2024-09-18,Atomizer wear,4.05,2.42,TECH-002,Calibration drift,Operator retraining,spray_system,mechanical,mechanical,atomizer_nozzle,140.42,5,0.59
F02086,PB-G1,2024-09-22,Conveyor jam,3.35,2.72,TECH-001,Lack of preventive maintenance,Part replacement,conveyor_system,mechanical,mechanical,conveyor_chain,301.75,4,0.44
F02087,PB-G1,2024-09-24,Pump clog,2.43,2.38,TECH-007,Material defect,Part replacement,coolant_system,hydraulic,hydraulic,coolant_filter,34.6,1,0.13
F02088,PB-G1,2024-10-12,Conveyor jam,2.9,2.47,TECH-005,Design limitation,Operator retraining,conveyor_system,mechanical,mechanical,conveyor_chain,175.03,4,0.29
F02089,PB-G1,2024-10-14,Conveyor jam,3.19,3.17,TECH-006,Material defect,Recalibration,conveyor_system,mechanical,mechanical,conveyor_chain,135.99,4,0.36
F02090,PB-G1,2024-10-15,Filter saturation,1.9,2.07,TECH-007,Material defect,Design modification,filtration_system,mechanical,mechanical,paint_filter_set,33.35,2,0.15
F02091,PB-G1,2024-10-22,Control panel fault,3.31,2.44,TECH-005,Calibration drift,Part replacement,control_panel,electrical,electrical,hmi_board,443.64,14,0.73
F02092,PB-G1,2024-10-23,Atomizer wear,3.3,2.21,TECH-003,Component wear,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,102.98,2,0.3
F02093,PB-G1,2024-10-25,Atomizer wear,4.12,2.51,TECH-007,Calibration drift,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,191.04,2,0.4
F02094,PB-G1,2024-10-27,Atomizer wear,3.44,2.08,TECH-008,Component wear,Vendor notified,spray_system,mechanical,mechanical,atomizer_nozzle,133.73,5,0.43
F02095,PB-G1,2024-11-14,Pump clog,3.74,1.83,TECH-005,Material defect,Vendor notified,coolant_system,hydraulic,hydraulic,coolant_filter,41.2,2,0.11
F02096,PB-G1,2024-11-19,Conveyor jam,3.22,1.91,TECH-001,Calibration drift,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,204.71,3,0.35
F02097,PB-G1,2024-11-26,Conveyor jam,3.54,1.92,TECH-003,Operator error,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,143.44,7,0.28
F02098,PB-G1,2024-12-11,Atomizer wear,2.81,2.22,TECH-004,Material defect,PM schedule updated,spray_system,mechanical,mechanical,atomizer_nozzle,112.89,3,0.38
F02099,PB-G1,2024-12-14,Filter saturation,2.82,3.28,TECH-007,Calibration drift,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,61.96,1,0.2
F02100,PB-G1,2024-12-23,Pump clog,2.0,2.22,TECH-008,Lack of preventive maintenance,Operator retraining,coolant_system,hydraulic,hydraulic,coolant_filter,21.81,2,0.29
F02101,PB-G1,2024-12-30,Atomizer wear,2.9,2.58,TECH-008,Overloading,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,144.5,4,0.36
F02102,PB-G1,2025-01-03,Conveyor jam,2.66,2.82,TECH-008,Component wear,Recalibration,conveyor_system,mechanical,mechanical,conveyor_chain,279.83,3,0.6
F02103,PB-G1,2025-01-05,Control panel fault,2.22,2.19,TECH-004,Lack of preventive maintenance,Operator retraining,control_panel,electrical,electrical,hmi_board,604.05,14,0.84
F02104,PB-G1,2025-01-08,Filter saturation,3.02,2.28,TECH-002,Lack of preventive maintenance,PM schedule updated,filtration_system,mechanical,mechanical,paint_filter_set,50.19,2,0.14
F02105,PB-G1,2025-01-09,Conveyor jam,3.75,2.27,TECH-003,Overloading,PM schedule updated,conveyor_system,mechanical,mechanical,conveyor_chain,248.41,4,0.28
F02106,PB-G1,2025-01-26,Filter saturation,3.3,2.97,TECH-002,Material defect,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,74.05,2,0.2
F02107,PB-G1,2025-02-03,Filter saturation,1.82,2.11,TECH-005,Calibration drift,Operator retraining,filtration_system,mechanical,mechanical,paint_filter_set,30.59,2,0.2
F02108,PB-G1,2025-02-21,Filter saturation,3.12,3.4,TECH-002,Operator error,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,75.68,1,0.25
F02109,PB-G1,2025-02-23,Atomizer wear,3.19,1.9,TECH-006,Component wear,Recalibration,spray_system,mechanical,mechanical,atomizer_nozzle,213.67,4,0.43
F02110,PB-G1,2025-03-01,Conveyor jam,3.51,3.31,TECH-003,Design limitation,Design modification,conveyor_system,mechanical,mechanical,conveyor_chain,291.24,7,0.52
F02111,PB-G1,2025-03-14,Atomizer wear,1.41,2.49,TECH-003,Component wear,Part replacement,spray_system,mechanical,mechanical,atomizer_nozzle,184.69,5,0.52
F02112,PB-G1,2025-03-19,Control panel fault,3.32,2.19,TECH-006,Design limitation,Operator retraining,control_panel,electrical,electrical,hmi_board,345.78,11,0.98
F02113,PB-G1,2025-03-21,Filter saturation,3.16,2.72,TECH-003,Lack of preventive maintenance,Part replacement,filtration_system,mechanical,mechanical,paint_filter_set,77.79,1,0.27
F02114,PB-G1,2025-04-23,Control panel fault,3.41,2.81,TECH-008,Overloading,Design modification,control_panel,electrical,electrical,hmi_board,420.0,9,0.96
F02115,PB-G1,2025-04-29,Control panel fault,2.25,2.85,TECH-006,Overloading,PM schedule updated,control_panel,electrical,electrical,hmi_board,321.55,8,1.17
F02116,CF-G1,2024-01-05,Temperature sensor fault,3.39,3.98,TECH-004,Operator error,Design modification,temperature_control,electrical,electrical,thermocouple_probe,61.65,5,1.28
F02117,CF-G1,2024-02-15,Control board failure,5.12,3.67,TECH-007,Overloading,PM schedule updated,control_panel,electrical,electrical,plc_module,852.32,16,1.89
F02118,CF-G1,2024-02-18,Temperature sensor fault,4.48,4.49,TECH-004,Overloading,Vendor notified,temperature_control,electrical,electrical,thermocouple_probe,89.45,3,1.58
F02119,CF-G1,2024-02-28,Heating element failure,3.28,4.33,TECH-005,Overloading,Recalibration,heating_element,electrical,electrical,resistance_heating_rod,277.96,6,1.08
F02120,CF-G1,2024-02-29,Conveyor motor fault,6.9,2.99,TECH-008,Overloading,Operator retraining,conveyor_system,electrical,electrical,motor_starter,239.26,8,0.65
F02121,CF-G1,2024-03-09,Heating element failure,4.24,4.39,TECH-007,Lack of preventive maintenance,Recalibration,heating_element,electrical,electrical,resistance_heating_rod,270.73,5,1.52
F02122,CF-G1,2024-04-01,Conveyor motor fault,6.97,2.91,TECH-006,Lack of preventive maintenance,PM schedule updated,conveyor_system,electrical,electrical,motor_starter,257.18,6,0.59
F02123,CF-G1,2024-04-05,Control board failure,3.48,4.76,TECH-002,Design limitation,PM schedule updated,control_panel,electrical,electrical,plc_module,1098.43,7,1.78
F02124,CF-G1,2024-04-18,Control board failure,4.47,3.93,TECH-002,Contamination,PM schedule updated,control_panel,electrical,electrical,plc_module,730.83,21,1.46
F02125,CF-G1,2024-04-19,Temperature sensor fault,5.44,3.77,TECH-003,Design limitation,Part replacement,temperature_control,electrical,electrical,thermocouple_probe,70.76,5,1.02
F02126,CF-G1,2024-04-20,Temperature sensor fault,5.08,4.95,TECH-008,Overloading,PM schedule updated,temperature_control,electrical,electrical,thermocouple_probe,87.14,3,1.33
F02127,CF-G1,2024-05-02,Conveyor motor fault,3.18,4.28,TECH-006,Lack of preventive maintenance,Design modification,conveyor_system,electrical,electrical,motor_starter,272.03,6,1.64
F02128,CF-G1,2024-05-08,Control board failure,6.3,3.1,TECH-001,Operator error,Recalibration,control_panel,electrical,electrical,plc_module,913.65,7,1.18
F02129,CF-G1,2024-05-29,Control board failure,3.53,4.82,TECH-005,Component wear,Recalibration,control_panel,electrical,electrical,plc_module,650.92,18,2.49
F02130,CF-G1,2024-06-09,Conveyor motor fault,5.35,5.05,TECH-007,Material defect,Part replacement,conveyor_system,electrical,electrical,motor_starter,185.08,6,1.16
F02131,CF-G1,2024-06-10,Control board failure,5.44,4.03,TECH-004,Overloading,Recalibration,control_panel,electrical,electrical,plc_module,700.04,20,2.14
F02132,CF-G1,2024-06-14,Heating element failure,1.47,2.99,TECH-001,Operator error,Recalibration,heating_element,electrical,electrical,resistance_heating_rod,242.25,8,0.8
F02133,CF-G1,2024-06-29,Temperature sensor fault,4.67,4.91,TECH-004,Calibration drift,Recalibration,temperature_control,electrical,electrical,thermocouple_probe,96.97,3,1.22
F02134,CF-G1,2024-07-19,Control board failure,4.31,4.01,TECH-006,Contamination,Operator retraining,control_panel,electrical,electrical,plc_module,711.88,18,1.56
F02135,CF-G1,2024-08-12,Conveyor motor fault,4.72,5.02,TECH-006,Component wear,Vendor notified,conveyor_system,electrical,electrical,motor_starter,365.02,4,1.67
F02136,CF-G1,2024-08-21,Conveyor motor fault,4.5,3.05,TECH-004,Material defect,Part replacement,conveyor_system,electrical,electrical,motor_starter,378.21,7,0.78
F02137,CF-G1,2024-08-25,Conveyor motor fault,4.4,5.88,TECH-008,Overloading,Part replacement,conveyor_system,electrical,electrical,motor_starter,258.22,7,2.2
F02138,CF-G1,2024-09-18,Temperature sensor fault,4.06,5.52,TECH-003,Material defect,Recalibration,temperature_control,electrical,electrical,thermocouple_probe,82.85,2,1.43
F02139,CF-G1,2024-10-04,Temperature sensor fault,4.82,5.74,TECH-006,Overloading,Vendor notified,temperature_control,electrical,electrical,thermocouple_probe,43.35,4,2.01
F02140,CF-G1,2024-10-08,Heating element failure,3.88,3.73,TECH-003,Calibration drift,Vendor notified,heating_element,electrical,electrical,resistance_heating_rod,298.21,9,0.9
F02141,CF-G1,2024-10-09,Control board failure,3.82,5.54,TECH-007,Overloading,Recalibration,control_panel,electrical,electrical,plc_module,1328.84,13,2.57
F02142,CF-G1,2024-10-13,Conveyor motor fault,5.87,3.9,TECH-002,Design limitation,Recalibration,conveyor_system,electrical,electrical,motor_starter,334.48,7,1.49
F02143,CF-G1,2024-10-18,Control board failure,7.55,3.97,TECH-004,Overloading,Operator retraining,control_panel,electrical,electrical,plc_module,1341.21,16,1.6
F02144,CF-G1,2024-11-01,Heating element failure,4.43,5.07,TECH-006,Component wear,Design modification,heating_element,electrical,electrical,resistance_heating_rod,224.11,8,1.84
F02145,CF-G1,2024-11-04,Temperature sensor fault,4.44,4.23,TECH-002,Lack of preventive maintenance,Recalibration,temperature_control,electrical,electrical,thermocouple_probe,87.63,2,0.97
F02146,CF-G1,2024-11-10,Heating element failure,4.27,4.02,TECH-001,Lack of preventive maintenance,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,355.55,5,1.52
F02147,CF-G1,2024-11-11,Conveyor motor fault,7.1,5.71,TECH-006,Operator error,Part replacement,conveyor_system,electrical,electrical,motor_starter,408.2,4,2.04
F02148,CF-G1,2024-11-12,Temperature sensor fault,4.6,4.34,TECH-001,Lack of preventive maintenance,Recalibration,temperature_control,electrical,electrical,thermocouple_probe,101.77,3,1.14
F02149,CF-G1,2024-11-24,Control board failure,6.59,3.1,TECH-002,Design limitation,Design modification,control_panel,electrical,electrical,plc_module,699.18,14,0.95
F02150,CF-G1,2024-11-26,Conveyor motor fault,5.04,3.74,TECH-003,Operator error,Operator retraining,conveyor_system,electrical,electrical,motor_starter,321.35,8,1.23
F02151,CF-G1,2024-12-03,Temperature sensor fault,4.69,5.15,TECH-008,Material defect,Vendor notified,temperature_control,electrical,electrical,thermocouple_probe,90.5,3,1.77
F02152,CF-G1,2024-12-05,Heating element failure,3.94,4.45,TECH-008,Calibration drift,PM schedule updated,heating_element,electrical,electrical,resistance_heating_rod,188.02,6,1.63
F02153,CF-G1,2024-12-28,Control board failure,4.19,5.09,TECH-007,Material defect,PM schedule updated,control_panel,electrical,electrical,plc_module,759.68,19,2.52
F02154,CF-G1,2025-01-05,Heating element failure,5.13,4.86,TECH-001,Operator error,Part replacement,heating_element,electrical,electrical,resistance_heating_rod,181.29,9,1.2
F02155,CF-G1,2025-01-12,Control board failure,5.22,4.26,TECH-003,Component wear,Vendor notified,control_panel,electrical,electrical,plc_module,1218.87,16,1.48
F02156,CF-G1,2025-01-13,Heating element failure,5.03,2.79,TECH-008,Overloading,Operator retraining,heating_element,electrical,electrical,resistance_heating_rod,246.61,5,1.08
F02157,CF-G1,2025-01-14,Conveyor motor fault,3.03,2.49,TECH-004,Calibration drift,Vendor notified,conveyor_system,electrical,electrical,motor_starter,312.66,5,0.99
F02158,CF-G1,2025-01-15,Temperature sensor fault,5.23,4.43,TECH-001,Lack of preventive maintenance,PM schedule updated,temperature_control,electrical,electrical,thermocouple_probe,73.71,3,1.27
F02159,CF-G1,2025-01-18,Control board failure,5.31,3.18,TECH-006,Calibration drift,Recalibration,control_panel,electrical,electrical,plc_module,917.55,11,1.21
F02160,CF-G1,2025-01-31,Conveyor motor fault,4.74,2.75,TECH-003,Lack of preventive maintenance,Recalibration,conveyor_system,electrical,electrical,motor_starter,343.52,4,0.57
F02161,CF-G1,2025-02-24,Conveyor motor fault,3.6,4.47,TECH-003,Lack of preventive maintenance,Recalibration,conveyor_system,electrical,electrical,motor_starter,342.05,4,1.24
F02162,CF-G1,2025-02-26,Heating element failure,2.41,2.78,TECH-003,Overloading,Part replacement,heating_element,electrical,electrical,resistance_heating_rod,170.9,6,0.86
F02163,CF-G1,2025-03-09,Conveyor motor fault,3.52,3.07,TECH-006,Lack of preventive maintenance,Part replacement,conveyor_system,electrical,electrical,motor_starter,353.69,6,0.71
F02164,CF-G1,2025-03-14,Heating element failure,5.44,3.16,TECH-003,Contamination,Vendor notified,heating_element,electrical,electrical,resistance_heating_rod,190.49,7,1.15
F02165,CF-G1,2025-03-22,Control board failure,4.68,3.05,TECH-004,Overloading,Vendor notified,control_panel,electrical,electrical,plc_module,799.47,8,1.17
F02166,CF-G1,2025-04-03,Conveyor motor fault,2.96,4.36,TECH-008,Lack of preventive maintenance,PM schedule updated,conveyor_system,electrical,electrical,motor_starter,221.24,7,1.51
F02167,CF-G1,2025-04-06,Temperature sensor fault,3.39,4.62,TECH-008,Overloading,Operator retraining,temperature_control,electrical,electrical,thermocouple_probe,74.08,3,1.81
F02168,CF-G1,2025-04-25,Conveyor motor fault,4.13,3.63,TECH-004,Calibration drift,PM schedule updated,conveyor_system,electrical,electrical,motor_starter,211.2,3,0.98
F02169,CF-G1,2025-04-27,Heating element failure,4.61,3.82,TECH-005,Overloading,PM schedule updated,heating_element,electrical,electrical,resistance_heating_rod,229.27,10,1.36
F02170,CF-G1,2025-04-28,Control board failure,4.91,4.56,TECH-004,Overloading,Part replacement,control_panel,electrical,electrical,plc_module,584.99,14,2.43
F02171,AS-G1,2024-01-27,Electrical short,1.28,0.85,TECH-007,Lack of preventive maintenance,Design modification,electrical_panel,electrical,electrical,circuit_breaker,68.05,3,0.31
F02172,AS-G1,2024-02-12,Sensor fault,1.14,0.66,TECH-001,Calibration drift,Design modification,sensor_package,electrical,electrical,proximity_sensor,119.01,5,0.21
F02173,AS-G1,2024-02-14,Pneumatic leak,1.07,0.86,TECH-004,Overloading,Design modification,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,22.72,1,0.1
F02174,AS-G1,2024-02-24,Pneumatic leak,1.39,1.26,TECH-007,Operator error,PM schedule updated,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,24.81,1,0.16
F02175,AS-G1,2024-03-03,Fixture misalignment,1.26,0.99,TECH-005,Component wear,Vendor notified,fixture_system,mechanical,mechanical,fixture_pin_set,65.99,3,0.18
F02176,AS-G1,2024-03-05,Torque tool calibration,1.19,1.12,TECH-004,Component wear,PM schedule updated,torque_system,software,automation,torque_transducer,405.71,7,0.37
F02177,AS-G1,2024-03-06,Electrical short,1.43,0.93,TECH-002,Operator error,Recalibration,electrical_panel,electrical,electrical,circuit_breaker,36.01,2,0.34
F02178,AS-G1,2024-03-23,Fixture misalignment,1.21,0.99,TECH-002,Design limitation,Recalibration,fixture_system,mechanical,mechanical,fixture_pin_set,122.27,4,0.29
F02179,AS-G1,2024-03-24,Electrical short,1.05,1.03,TECH-008,Operator error,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,44.77,1,0.28
F02180,AS-G1,2024-04-02,Pneumatic leak,1.18,1.08,TECH-006,Component wear,Operator retraining,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,28.12,2,0.1
F02181,AS-G1,2024-04-15,Pneumatic leak,0.98,0.96,TECH-002,Operator error,Recalibration,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,12.18,1,0.12
F02182,AS-G1,2024-04-16,Electrical short,1.49,1.31,TECH-004,Calibration drift,Vendor notified,electrical_panel,electrical,electrical,circuit_breaker,38.82,2,0.51
F02183,AS-G1,2024-04-19,Torque tool calibration,1.04,1.17,TECH-002,Overloading,Recalibration,torque_system,software,automation,torque_transducer,300.25,3,0.5
F02184,AS-G1,2024-04-20,Electrical short,0.95,0.84,TECH-002,Material defect,Vendor notified,electrical_panel,electrical,electrical,circuit_breaker,39.9,1,0.18
F02185,AS-G1,2024-05-12,Torque tool calibration,1.27,0.75,TECH-007,Contamination,Vendor notified,torque_system,software,automation,torque_transducer,339.76,6,0.24
F02186,AS-G1,2024-05-15,Fixture misalignment,1.27,0.97,TECH-001,Contamination,Part replacement,fixture_system,mechanical,mechanical,fixture_pin_set,122.38,2,0.15
F02187,AS-G1,2024-06-20,Torque tool calibration,1.6,0.88,TECH-001,Contamination,Operator retraining,torque_system,software,automation,torque_transducer,371.49,3,0.29
F02188,AS-G1,2024-06-21,Electrical short,1.42,0.78,TECH-002,Component wear,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,60.14,3,0.17
F02189,AS-G1,2024-06-26,Sensor fault,1.68,0.99,TECH-002,Lack of preventive maintenance,Vendor notified,sensor_package,electrical,electrical,proximity_sensor,94.5,4,0.39
F02190,AS-G1,2024-06-29,Sensor fault,0.99,1.34,TECH-001,Operator error,Part replacement,sensor_package,electrical,electrical,proximity_sensor,59.24,2,0.45
F02191,AS-G1,2024-07-22,Sensor fault,0.65,0.38,TECH-007,Component wear,PM schedule updated,sensor_package,electrical,electrical,proximity_sensor,52.65,5,0.11
F02192,AS-G1,2024-07-25,Electrical short,1.1,1.04,TECH-006,Operator error,Operator retraining,electrical_panel,electrical,electrical,circuit_breaker,63.53,1,0.42
F02193,AS-G1,2024-07-28,Sensor fault,1.18,1.04,TECH-006,Component wear,Vendor notified,sensor_package,electrical,electrical,proximity_sensor,44.15,2,0.28
F02194,AS-G1,2024-07-29,Electrical short,1.44,1.19,TECH-002,Contamination,Part replacement,electrical_panel,electrical,electrical,circuit_breaker,50.7,1,0.45
F02195,AS-G1,2024-07-30,Pneumatic leak,1.18,1.18,TECH-003,Material defect,Design modification,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,39.38,2,0.08
F02196,AS-G1,2024-08-12,Electrical short,1.23,1.16,TECH-002,Design limitation,Design modification,electrical_panel,electrical,electrical,circuit_breaker,53.55,3,0.41
F02197,AS-G1,2024-08-20,Pneumatic leak,1.45,1.12,TECH-005,Overloading,Part replacement,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,21.38,2,0.08
F02198,AS-G1,2024-08-28,Pneumatic leak,1.19,1.06,TECH-002,Lack of preventive maintenance,Part replacement,pneumatic_system,hydraulic,hydraulic,pneumatic_fitting,21.7,2,0.14
F02199,AS-G1,2024-09-15,Torque tool calibration,1.73,1.1,TECH-002,Design limitation,Recalibration,torque_system,software,automation,torque_transducer,228.88,7,0.4
