year_month,machine_id,vsm,area,machine_type,component,failure_type,technician_type,part_replaced,failure_count,total_downtime_hrs,total_repair_hrs,mttr_component_hrs,avg_diagnose_hrs,avg_part_cost_usd,part_lead_time_days,total_downtime_cost,downtime_cost_per_hr,repeat_failure_90d,pct_of_total_cost,cumulative_pct
2024-06,CNC-G1,Gamma,Machining,CNC,servo_drive,electrical,automation,encoder_sensor,2,4.14,3.4,1.7,0.71,351.9,8,807.3,195.0,True,0.1,0.0
2024-07,CNC-G1,Gamma,Machining,CNC,servo_drive,software,automation,encoder_sensor,2,3.09,2.91,1.46,0.6,135.19,5,602.55,195.0,True,0.0,0.0
2024-08,CNC-G1,Gamma,Machining,CNC,servo_drive,software,automation,encoder_sensor,2,3.88,3.06,1.53,0.67,167.46,5,756.6,195.0,True,0.1,0.0
2024-10,CNC-G1,Gamma,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,2.29,1.98,1.98,0.8,123.34,7,446.55,195.0,True,0.0,0.0
2024-11,CNC-G1,Gamma,Machining,CNC,servo_drive,software,automation,encoder_sensor,3,5.61,3.26,1.09,0.4,398.72,6,1093.95,195.0,True,0.1,0.0
2025-02,CNC-G1,Gamma,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,1,2.68,1.26,1.26,0.45,600.76,6,522.6,195.0,True,0.0,0.0
2024-02,CNC-G1,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,1.65,1.51,1.51,0.32,341.94,8,321.75,195.0,False,0.0,0.0
2024-04,CNC-G1,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,1.49,1.76,1.76,0.28,146.46,6,290.55,195.0,False,0.0,0.0
2024-06,CNC-G1,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,2.13,1.46,1.46,0.34,153.13,3,415.35,195.0,False,0.0,0.0
2024-10,CNC-G1,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,2.3,1.26,1.26,0.23,164.12,5,448.5,195.0,False,0.0,0.0
2025-01,CNC-G1,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,1.69,1.83,1.83,0.32,357.97,6,329.55,195.0,False,0.0,0.0
2025-04,CNC-G1,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,1.95,2.17,2.17,0.58,160.82,4,380.25,195.0,False,0.0,0.0
2024-01,CNC-G1,Gamma,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,1,1.19,1.21,1.21,0.16,87.67,2,232.05,195.0,True,0.0,0.0
2024-05,CNC-G1,Gamma,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,1,2.26,1.99,1.99,0.1,40.98,1,440.7,195.0,True,0.0,0.0
2024-06,CNC-G1,Gamma,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,2,4.45,3.13,1.56,0.21,97.44,3,867.75,195.0,True,0.1,0.0
2024-08,CNC-G1,Gamma,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,1,1.95,1.18,1.18,0.15,76.32,3,380.25,195.0,True,0.0,0.0
2025-04,CNC-G1,Gamma,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,1,2.26,1.27,1.27,0.16,72.32,2,440.7,195.0,True,0.0,0.0
2024-02,CNC-G2,Gamma,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,1.63,1.63,1.63,0.28,51.02,2,317.85,195.0,True,0.0,0.0
2024-04,CNC-G2,Gamma,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,2,5.65,4.66,2.33,0.25,47.1,1,1101.75,195.0,True,0.1,0.0
2024-06,CNC-G2,Gamma,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,1.71,1.35,1.35,0.17,63.18,3,333.45,195.0,True,0.0,0.0
2024-07,CNC-G2,Gamma,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,2.56,1.58,1.58,0.21,46.38,3,499.2,195.0,True,0.0,0.0
2024-09,CNC-G2,Gamma,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,2,4.04,3.32,1.66,0.26,52.56,3,787.8,195.0,True,0.1,0.0
2024-11,CNC-G2,Gamma,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,3.72,1.87,1.87,0.28,30.51,1,725.4,195.0,True,0.0,0.0
2025-01,CNC-G2,Gamma,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,2.75,1.5,1.5,0.23,45.88,3,536.25,195.0,True,0.0,0.0
2025-04,CNC-G2,Gamma,Machining,CNC,coolant_system,hydraulic,hydraulic,coolant_pump_seal,1,1.51,1.94,1.94,0.26,74.89,2,294.45,195.0,True,0.0,0.0
2024-01,CNC-G2,Gamma,Machining,CNC,servo_drive,electrical,automation,encoder_sensor,2,5.04,3.86,1.93,0.69,410.12,8,982.8,195.0,True,0.1,0.0
2024-02,CNC-G2,Gamma,Machining,CNC,servo_drive,electrical,automation,encoder_sensor,2,4.37,4.18,2.09,0.67,383.06,6,852.15,195.0,True,0.1,0.0
2024-03,CNC-G2,Gamma,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,1,2.01,1.66,1.66,0.58,451.68,10,391.95,195.0,True,0.0,0.0
2024-05,CNC-G2,Gamma,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,1,2.53,1.18,1.18,0.43,729.0,14,493.35,195.0,True,0.0,0.0
2024-07,CNC-G2,Gamma,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,2.02,2.36,2.36,1.12,90.52,4,393.9,195.0,True,0.0,0.0
2024-08,CNC-G2,Gamma,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,1.66,2.45,2.45,0.79,208.12,4,323.7,195.0,True,0.0,0.0
2024-09,CNC-G2,Gamma,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,2.3,2.24,2.24,0.96,198.7,5,448.5,195.0,True,0.0,0.0
2024-10,CNC-G2,Gamma,Machining,CNC,servo_drive,electrical,automation,encoder_sensor,2,5.15,3.65,1.83,0.7,642.5,4,1004.25,195.0,True,0.1,0.0
2024-12,CNC-G2,Gamma,Machining,CNC,servo_drive,electrical,automation,encoder_sensor,2,5.29,4.64,2.32,1.06,594.48,8,1031.55,195.0,True,0.1,0.0
2025-01,CNC-G2,Gamma,Machining,CNC,servo_drive,electrical,electrical,servo_driver_board,2,5.32,3.51,1.75,0.65,687.05,13,1037.4,195.0,True,0.1,0.0
2025-02,CNC-G2,Gamma,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,2.55,1.83,1.83,0.78,87.54,6,497.25,195.0,True,0.0,0.0
2025-03,CNC-G2,Gamma,Machining,CNC,servo_drive,software,automation,encoder_sensor,1,2.33,2.02,2.02,0.66,147.15,5,454.35,195.0,True,0.0,0.0
2024-03,CNC-G2,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,2,4.66,3.47,1.73,0.34,250.47,6,908.7,195.0,True,0.1,0.0
2024-04,CNC-G2,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,1.71,1.59,1.59,0.44,200.11,7,333.45,195.0,True,0.0,0.0
2024-09,CNC-G2,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,2,5.09,4.08,2.04,0.38,277.98,6,992.55,195.0,True,0.1,0.0
2024-10,CNC-G2,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,2,4.75,4.29,2.15,0.48,194.39,6,926.25,195.0,True,0.1,0.0
2024-12,CNC-G2,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,2.18,2.31,2.31,0.62,239.39,8,425.1,195.0,True,0.0,0.0
2025-02,CNC-G2,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,2,6.02,4.1,2.05,0.5,277.8,6,1173.9,195.0,True,0.1,0.0
2025-04,CNC-G2,Gamma,Machining,CNC,spindle,mechanical,mechanical,spindle_bearing,1,2.03,1.79,1.79,0.32,223.34,7,395.85,195.0,True,0.0,0.0
2024-03,CNC-G2,Gamma,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,1,1.48,1.89,1.89,0.21,60.92,2,288.6,195.0,True,0.0,0.0
2024-10,CNC-G2,Gamma,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,1,2.25,1.98,1.98,0.13,117.4,2,438.75,195.0,True,0.0,0.0
2024-11,CNC-G2,Gamma,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,2,3.84,4.16,2.08,0.2,101.31,2,748.8,195.0,True,0.1,0.0
2024-12,CNC-G2,Gamma,Machining,CNC,tool_changer,mechanical,mechanical,tool_insert_set,1,1.88,1.64,1.64,0.1,58.82,1,366.6,195.0,True,0.0,0.0
2024-01,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,1,7.27,6.37,6.37,0.98,134.23,7,1454.0,200.0,True,0.1,0.0
2024-03,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,4,32.46,25.13,6.28,1.17,198.58,3,6492.0,200.0,True,0.4,0.0
2024-04,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,2,15.87,15.81,7.91,1.85,223.78,3,3174.0,200.0,True,0.2,0.0
2024-05,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,3,24.23,17.34,5.78,1.32,217.53,6,4846.0,200.0,True,0.3,0.0
2024-06,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,3,26.23,19.83,6.61,1.55,240.79,5,5246.0,200.0,True,0.4,0.0
2024-07,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,5,41.21,34.22,6.84,1.4,165.51,5,8242.0,200.0,True,0.6,0.0
2024-08,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,3,20.74,18.82,6.27,1.46,193.32,5,4148.0,200.0,True,0.3,0.0
2024-09,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,3,22.38,18.89,6.3,1.75,205.55,5,4476.0,200.0,True,0.3,0.0
2024-10,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,2,12.92,10.81,5.41,1.29,212.82,5,2584.0,200.0,True,0.2,0.0
2024-11,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,2,18.62,11.98,5.99,1.52,256.78,5,3724.0,200.0,True,0.2,0.0
2024-12,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,4,25.19,18.21,4.55,0.82,215.8,6,5038.0,200.0,True,0.3,0.0
2025-02,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,3,20.04,20.37,6.79,1.77,177.54,6,4008.0,200.0,True,0.3,0.0
2025-03,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,2,16.64,12.22,6.11,1.06,200.34,4,3328.0,200.0,True,0.2,0.0
2025-04,LT-B1,Beta,Machining,Lathe,chuck_assembly,mechanical,mechanical,chuck_jaw_set,3,23.74,16.55,5.52,1.17,173.77,5,4748.0,200.0,True,0.3,0.0
2024-01,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,2,16.77,14.18,7.09,2.18,27.58,2,3354.0,200.0,True,0.2,0.0
2024-02,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,3,19.04,15.77,5.26,1.36,41.17,1,3808.0,200.0,True,0.3,0.0
2024-03,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,2,17.55,12.69,6.35,2.13,28.73,1,3510.0,200.0,True,0.2,0.0
2024-05,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,2,15.63,11.75,5.88,1.0,46.16,2,3126.0,200.0,True,0.2,0.0
2024-07,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,2,11.33,13.89,6.95,2.35,35.35,2,2266.0,200.0,True,0.2,0.0
2024-08,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,2,16.86,9.73,4.87,0.93,46.84,2,3372.0,200.0,True,0.2,0.0
2024-09,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,2,10.24,10.97,5.48,1.4,21.79,2,2048.0,200.0,True,0.1,0.0
2024-10,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,3,21.55,15.82,5.27,1.18,46.96,3,4310.0,200.0,True,0.3,0.0
2024-11,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,1,5.71,4.99,4.99,0.97,23.72,2,1142.0,200.0,True,0.1,0.0
2024-12,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,2,8.12,14.22,7.11,1.91,64.78,2,1624.0,200.0,True,0.1,0.0
2025-01,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,3,22.66,19.61,6.54,1.66,30.51,3,4532.0,200.0,True,0.3,0.0
2025-02,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,5,43.34,35.45,7.09,1.57,51.95,3,8668.0,200.0,True,0.6,0.0
2025-03,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,3,21.55,18.05,6.02,1.53,49.39,3,4310.0,200.0,True,0.3,0.0
2025-04,LT-B1,Beta,Machining,Lathe,electrical_panel,electrical,electrical,terminal_block,2,20.95,11.69,5.85,1.72,41.78,2,4190.0,200.0,True,0.3,0.0
2024-01,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,2,10.78,13.46,6.73,0.57,38.02,2,2156.0,200.0,True,0.1,0.0
2024-02,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,2,13.1,12.23,6.12,0.58,61.24,3,2620.0,200.0,True,0.2,0.0
2024-03,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,4,29.76,24.43,6.11,0.68,40.44,2,5952.0,200.0,True,0.4,0.0
2024-04,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,5,38.76,29.13,5.83,0.66,48.35,2,7752.0,200.0,True,0.5,0.0
2024-05,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,6,51.77,36.86,6.14,0.64,52.63,2,10354.0,200.0,True,0.7,0.0
2024-06,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,2,15.48,14.69,7.35,0.7,46.91,3,3096.0,200.0,True,0.2,0.0
2024-07,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,1,9.6,5.57,5.57,0.63,65.94,3,1920.0,200.0,True,0.1,0.0
2024-08,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,4,31.77,28.74,7.19,0.62,47.44,1,6354.0,200.0,True,0.4,0.0
2024-09,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,4,37.05,25.62,6.4,0.7,54.58,1,7410.0,200.0,True,0.5,0.0
2024-10,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,2,14.15,12.38,6.19,0.53,49.31,2,2830.0,200.0,True,0.2,0.0
2024-11,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,2,16.62,12.53,6.27,0.76,69.93,1,3324.0,200.0,True,0.2,0.0
2024-12,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,4,31.26,29.34,7.33,0.82,47.46,2,6252.0,200.0,True,0.4,0.0
2025-01,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,2,14.94,13.67,6.83,0.72,38.11,1,2988.0,200.0,True,0.2,0.0
2025-02,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,2,14.76,14.4,7.2,0.73,44.89,2,2952.0,200.0,True,0.2,0.0
2025-03,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,2,16.62,11.45,5.72,0.56,52.66,2,3324.0,200.0,True,0.2,0.0
2025-04,LT-B1,Beta,Machining,Lathe,feed_mechanism,mechanical,mechanical,drive_belt,1,5.6,7.54,7.54,1.07,45.03,1,1120.0,200.0,True,0.1,0.0
2024-01,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,spindle_bearing,1,4.82,6.82,6.82,1.43,164.28,7,964.0,200.0,True,0.1,0.0
2024-02,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,spindle_bearing,4,27.11,22.73,5.68,0.9,247.87,5,5422.0,200.0,True,0.4,0.0
2024-03,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,7,49.84,43.19,6.17,0.97,174.03,5,9968.0,200.0,True,0.7,0.0
2024-04,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,4,32.6,24.11,6.03,1.17,196.14,2,6520.0,200.0,True,0.4,0.0
2024-05,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,4,35.11,22.51,5.63,1.01,165.35,4,7022.0,200.0,True,0.5,0.0
2024-06,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,4,31.53,25.12,6.28,1.22,117.73,4,6306.0,200.0,True,0.4,0.0
2024-07,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,3,27.14,16.85,5.62,0.98,137.88,4,5428.0,200.0,True,0.4,0.0
2024-08,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,4,32.29,24.85,6.21,0.95,197.69,5,6458.0,200.0,True,0.4,0.0
2024-09,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,5,36.33,36.3,7.26,1.09,160.25,5,7266.0,200.0,True,0.5,0.0
2024-10,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,spindle_bearing,6,45.35,40.15,6.69,1.15,267.17,6,9070.0,200.0,True,0.6,0.0
2024-11,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,5,36.75,27.22,5.44,0.88,209.25,5,7350.0,200.0,True,0.5,0.0
2024-12,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,spindle_bearing,6,43.78,37.13,6.19,1.15,227.43,6,8756.0,200.0,True,0.6,0.0
2025-01,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,spindle_bearing,4,29.88,24.63,6.16,1.15,295.47,5,5976.0,200.0,True,0.4,0.0
2025-02,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,5,42.02,37.99,7.6,1.16,156.04,4,8404.0,200.0,True,0.6,0.0
2025-03,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,5,41.72,31.55,6.31,1.2,119.26,4,8344.0,200.0,True,0.6,0.0
2025-04,LT-B1,Beta,Machining,Lathe,spindle,mechanical,mechanical,precision_bearing,6,36.71,38.56,6.43,0.99,168.72,3,7342.0,200.0,True,0.5,0.0
2024-01,PB-A1,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,2.48,1.81,1.81,0.58,526.3,8,446.4,180.0,True,0.0,0.0
2024-04,PB-A1,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,2,5.53,2.98,1.49,0.7,438.87,11,995.4,180.0,True,0.1,0.0
2024-07,PB-A1,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,2.93,2.05,2.05,0.88,570.11,14,527.4,180.0,True,0.0,0.0
2024-09,PB-A1,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,2.44,1.56,1.56,0.51,429.49,14,439.2,180.0,True,0.0,0.0
2024-10,PB-A1,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,2.91,1.56,1.56,0.6,514.81,10,523.8,180.0,True,0.0,0.0
2024-12,PB-A1,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,1.61,2.45,2.45,1.01,491.81,10,289.8,180.0,True,0.0,0.0
2025-01,PB-A1,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,2.14,2.17,2.17,0.88,466.34,14,385.2,180.0,True,0.0,0.0
2024-03,PB-A1,Alpha,Painting,Paint Booth,conveyor_system,mechanical,mechanical,conveyor_chain,1,2.63,2.1,2.1,0.5,155.63,3,473.4,180.0,False,0.0,0.0
2024-05,PB-A1,Alpha,Painting,Paint Booth,conveyor_system,mechanical,mechanical,conveyor_chain,1,2.25,1.67,1.67,0.34,305.2,3,405.0,180.0,False,0.0,0.0
2024-09,PB-A1,Alpha,Painting,Paint Booth,conveyor_system,mechanical,mechanical,conveyor_chain,2,3.81,4.14,2.07,0.34,159.98,5,685.8,180.0,False,0.0,0.0
2024-12,PB-A1,Alpha,Painting,Paint Booth,conveyor_system,mechanical,mechanical,conveyor_chain,1,1.85,1.86,1.86,0.37,258.91,5,333.0,180.0,False,0.0,0.0
2025-03,PB-A1,Alpha,Painting,Paint Booth,conveyor_system,mechanical,mechanical,conveyor_chain,2,5.56,3.75,1.88,0.24,151.15,7,1000.8,180.0,False,0.1,0.0
2024-04,PB-A1,Alpha,Painting,Paint Booth,coolant_system,hydraulic,hydraulic,coolant_filter,1,2.28,2.34,2.34,0.26,19.91,1,410.4,180.0,True,0.0,0.0
2024-06,PB-A1,Alpha,Painting,Paint Booth,coolant_system,hydraulic,hydraulic,coolant_filter,2,4.66,3.86,1.93,0.22,44.92,1,838.8,180.0,True,0.1,0.0
2024-08,PB-A1,Alpha,Painting,Paint Booth,coolant_system,hydraulic,hydraulic,coolant_filter,2,5.15,4.88,2.44,0.26,26.32,1,927.0,180.0,True,0.1,0.0
2024-10,PB-A1,Alpha,Painting,Paint Booth,coolant_system,hydraulic,hydraulic,coolant_filter,1,2.53,2.12,2.12,0.11,29.73,1,455.4,180.0,True,0.0,0.0
2025-01,PB-A1,Alpha,Painting,Paint Booth,coolant_system,hydraulic,hydraulic,coolant_filter,1,2.56,2.12,2.12,0.3,45.26,2,460.8,180.0,True,0.0,0.0
2025-04,PB-A1,Alpha,Painting,Paint Booth,coolant_system,hydraulic,hydraulic,coolant_filter,1,3.33,2.46,2.46,0.31,24.4,2,599.4,180.0,True,0.0,0.0
2024-02,PB-A1,Alpha,Painting,Paint Booth,filtration_system,mechanical,mechanical,paint_filter_set,1,2.1,1.67,1.67,0.15,40.52,1,378.0,180.0,True,0.0,0.0
2024-05,PB-A1,Alpha,Painting,Paint Booth,filtration_system,mechanical,mechanical,paint_filter_set,1,1.84,1.84,1.84,0.1,71.57,2,331.2,180.0,True,0.0,0.0
2024-06,PB-A1,Alpha,Painting,Paint Booth,filtration_system,mechanical,mechanical,paint_filter_set,3,6.5,7.25,2.42,0.19,33.17,1,1170.0,180.0,True,0.1,0.0
2024-08,PB-A1,Alpha,Painting,Paint Booth,filtration_system,mechanical,mechanical,paint_filter_set,1,3.23,1.85,1.85,0.18,64.39,1,581.4,180.0,True,0.0,0.0
2024-12,PB-A1,Alpha,Painting,Paint Booth,filtration_system,mechanical,mechanical,paint_filter_set,1,2.07,1.72,1.72,0.14,56.56,1,372.6,180.0,True,0.0,0.0
2025-01,PB-A1,Alpha,Painting,Paint Booth,filtration_system,mechanical,mechanical,paint_filter_set,1,2.15,2.19,2.19,0.17,46.75,1,387.0,180.0,True,0.0,0.0
2024-02,PB-A1,Alpha,Painting,Paint Booth,spray_system,mechanical,mechanical,atomizer_nozzle,1,1.44,2.39,2.39,0.25,205.07,4,259.2,180.0,True,0.0,0.0
2024-04,PB-A1,Alpha,Painting,Paint Booth,spray_system,mechanical,mechanical,atomizer_nozzle,1,1.57,1.77,1.77,0.18,170.16,5,282.6,180.0,True,0.0,0.0
2024-06,PB-A1,Alpha,Painting,Paint Booth,spray_system,mechanical,mechanical,atomizer_nozzle,2,5.38,4.01,2.0,0.35,150.7,2,968.4,180.0,True,0.1,0.0
2024-07,PB-A1,Alpha,Painting,Paint Booth,spray_system,mechanical,mechanical,atomizer_nozzle,3,7.88,6.09,2.03,0.37,119.9,3,1418.4,180.0,True,0.1,0.0
2024-10,PB-A1,Alpha,Painting,Paint Booth,spray_system,mechanical,mechanical,atomizer_nozzle,1,2.73,1.18,1.18,0.22,134.27,5,491.4,180.0,True,0.0,0.0
2024-11,PB-A1,Alpha,Painting,Paint Booth,spray_system,mechanical,mechanical,atomizer_nozzle,1,3.31,2.15,2.15,0.29,135.67,3,595.8,180.0,True,0.0,0.0
2024-12,PB-A1,Alpha,Painting,Paint Booth,spray_system,mechanical,mechanical,atomizer_nozzle,1,2.75,2.29,2.29,0.5,120.85,4,495.0,180.0,True,0.0,0.0
2025-01,PB-A1,Alpha,Painting,Paint Booth,spray_system,mechanical,mechanical,atomizer_nozzle,2,4.2,4.42,2.21,0.35,168.81,2,756.0,180.0,True,0.1,0.0
2025-04,PB-A1,Alpha,Painting,Paint Booth,spray_system,mechanical,mechanical,atomizer_nozzle,1,2.68,1.87,1.87,0.42,77.13,3,482.4,180.0,True,0.0,0.0
2024-02,PB-A2,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,2.45,1.98,1.98,0.75,534.44,8,441.0,180.0,True,0.0,0.0
2024-03,PB-A2,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,1.49,1.8,1.8,0.54,517.13,12,268.2,180.0,True,0.0,0.0
2024-05,PB-A2,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,2,4.78,3.64,1.82,0.74,493.9,11,860.4,180.0,True,0.1,0.0
2024-07,PB-A2,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,0.93,1.81,1.81,0.72,496.98,9,167.4,180.0,True,0.0,0.0
2024-08,PB-A2,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,1.91,1.54,1.54,0.66,515.91,8,343.8,180.0,True,0.0,0.0
2024-10,PB-A2,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,1.81,2.06,2.06,0.97,564.39,13,325.8,180.0,True,0.0,0.0
2025-03,PB-A2,Alpha,Painting,Paint Booth,control_panel,electrical,electrical,hmi_board,1,1.79,1.49,1.49,0.63,643.27,12,322.2,180.0,True,0.0,0.0
2024-02,PB-A2,Alpha,Painting,Paint Booth,conveyor_system,mechanical,mechanical,conveyor_chain,2,5.08,3.93,1.96,0.23,264.38,4,914.4,180.0,False,0.1,0.0
2024-05,PB-A2,Alpha,Painting,Paint Booth,conveyor_system,mechanical,mechanical,conveyor_chain,1,2.26,1.41,1.41,0.23,269.84,4,406.8,180.0,False,0.0,0.0
2024-08,PB-A2,Alpha,Painting,Paint Booth,conveyor_system,mechanical,mechanical,conveyor_chain,1,1.34,1.99,1.99,0.22,252.39,6,241.2,180.0,False,0.0,0.0
2024-11,PB-A2,Alpha,Painting,Paint Booth,conveyor_system,mechanical,mechanical,conveyor_chain,2,3.51,2.29,1.15,0.15,230.79,5,631.8,180.0,False,0.0,0.0
