date,vsm,shift,planned_hrs,actual_hrs,units_produced,units_rejected,oee_pct
2025-01-01,Gamma,Night,8.0,7.05,346,16,62.7
2025-01-02,Alpha,Day,8.0,7.34,394,8,84.8
2025-01-02,Alpha,Evening,8.0,7.66,377,5,88.5
2025-01-02,Alpha,Night,8.0,7.18,391,6,91.1
2025-01-02,Beta,Day,8.0,7.37,390,10,72.7
2025-01-02,Beta,Evening,8.0,6.99,372,13,78.5
2025-01-02,Beta,Night,8.0,6.97,336,7,70.1
2025-01-02,Gamma,Day,8.0,6.56,400,17,74.6
2025-01-02,Gamma,Evening,8.0,6.74,318,13,74.0
2025-01-02,Gamma,Night,8.0,7.39,324,17,61.0
2025-01-03,Alpha,Day,8.0,7.46,390,7,89.1
2025-01-03,Alpha,Evening,8.0,7.3,330,7,91.2
2025-01-03,Alpha,Night,8.0,7.03,344,8,90.1
2025-01-03,Beta,Day,8.0,7.15,357,11,74.5
2025-01-03,Beta,Evening,8.0,7.43,333,6,72.6
2025-01-03,Beta,Night,8.0,7.22,397,14,71.1
2025-01-03,Gamma,Day,8.0,6.61,361,13,68.7
2025-01-03,Gamma,Evening,8.0,6.66,371,13,69.0
2025-01-03,Gamma,Night,8.0,7.18,368,17,73.4
2025-01-04,Alpha,Day,8.0,7.74,384,7,89.7
2025-01-04,Alpha,Evening,8.0,8.0,400,8,87.1
2025-01-04,Alpha,Night,8.0,7.08,356,6,91.9
2025-01-04,Beta,Day,8.0,7.2,329,12,73.3
2025-01-04,Beta,Evening,8.0,6.92,375,12,72.6
2025-01-04,Beta,Night,8.0,7.16,368,12,67.7
2025-01-04,Gamma,Day,8.0,6.42,333,16,70.6
2025-01-04,Gamma,Evening,8.0,6.87,390,16,66.2
2025-01-04,Gamma,Night,8.0,6.92,365,13,71.4
2025-01-05,Alpha,Day,8.0,7.46,374,3,85.0
2025-01-05,Alpha,Evening,8.0,7.72,336,8,87.8
2025-01-05,Alpha,Night,8.0,7.54,383,6,85.0
2025-01-05,Beta,Day,8.0,6.93,379,9,76.5
2025-01-05,Beta,Evening,8.0,7.13,328,13,73.3
2025-01-05,Beta,Night,8.0,7.57,339,10,71.6
2025-01-05,Gamma,Day,8.0,7.02,384,13,67.6
2025-01-05,Gamma,Evening,8.0,7.18,394,14,72.9
2025-01-05,Gamma,Night,8.0,6.69,400,15,71.1
2025-01-06,Alpha,Day,8.0,7.9,332,4,91.0
2025-01-06,Alpha,Evening,8.0,7.34,454,2,86.3
2025-01-06,Alpha,Night,8.0,7.49,433,6,87.0
2025-01-06,Beta,Day,8.0,7.1,385,15,66.6
2025-01-06,Beta,Evening,8.0,7.2,405,11,77.8
2025-01-06,Beta,Night,8.0,7.26,362,15,74.5
2025-01-06,Gamma,Day,8.0,6.94,347,12,64.5
2025-01-06,Gamma,Evening,8.0,6.52,321,16,62.6
2025-01-06,Gamma,Night,8.0,6.75,354,13,72.6
2025-01-07,Alpha,Day,8.0,7.38,372,10,91.3
2025-01-07,Alpha,Evening,8.0,7.97,432,7,91.2
2025-01-07,Alpha,Night,8.0,7.46,367,8,85.6
2025-01-07,Beta,Day,8.0,7.2,353,10,73.3
2025-01-07,Beta,Evening,8.0,6.74,367,10,80.6
2025-01-07,Beta,Night,8.0,7.05,355,11,73.8
2025-01-07,Gamma,Day,8.0,7.13,406,18,72.7
2025-01-07,Gamma,Evening,8.0,6.88,334,14,70.5
2025-01-07,Gamma,Night,8.0,6.64,319,12,69.7
2025-01-08,Alpha,Day,8.0,8.0,415,6,89.8
2025-01-08,Alpha,Evening,8.0,7.33,358,8,84.4
2025-01-08,Alpha,Night,8.0,7.35,453,7,89.7
2025-01-08,Beta,Day,8.0,6.45,305,11,74.5
2025-01-08,Beta,Evening,8.0,7.18,360,10,72.6
2025-01-08,Beta,Night,8.0,7.02,353,12,76.8
2025-01-08,Gamma,Day,8.0,7.23,324,14,71.3
2025-01-08,Gamma,Evening,8.0,6.84,380,17,72.6
2025-01-08,Gamma,Night,8.0,6.78,312,12,74.7
2025-01-09,Alpha,Day,8.0,7.76,416,6,83.2
2025-01-09,Alpha,Evening,8.0,7.66,395,7,83.5
2025-01-09,Alpha,Night,8.0,7.33,436,5,83.5
2025-01-09,Beta,Day,8.0,7.42,416,12,76.1
2025-01-09,Beta,Evening,8.0,7.0,379,12,73.1
2025-01-09,Beta,Night,8.0,7.09,354,9,69.6
2025-01-09,Gamma,Day,8.0,7.0,342,18,70.9
2025-01-09,Gamma,Evening,8.0,6.61,337,18,72.3
2025-01-09,Gamma,Night,8.0,6.49,376,18,77.3
2025-01-10,Alpha,Day,8.0,7.61,347,5,97.5
2025-01-10,Alpha,Evening,8.0,7.89,413,0,80.7
2025-01-10,Alpha,Night,8.0,7.34,391,8,81.7
2025-01-10,Beta,Day,8.0,6.95,355,11,72.6
2025-01-10,Beta,Evening,8.0,6.98,360,10,69.0
2025-01-10,Beta,Night,8.0,6.85,384,11,73.4
2025-01-10,Gamma,Day,8.0,7.34,392,13,71.0
2025-01-10,Gamma,Evening,8.0,7.17,400,15,63.7
2025-01-10,Gamma,Night,8.0,6.69,372,20,73.9
2025-01-11,Alpha,Day,8.0,8.0,459,11,91.1
2025-01-11,Alpha,Evening,8.0,7.5,341,6,93.3
2025-01-11,Alpha,Night,8.0,7.45,354,7,91.5
2025-01-11,Beta,Day,8.0,6.94,333,11,77.5
2025-01-11,Beta,Evening,8.0,6.94,357,9,74.1
2025-01-11,Beta,Night,8.0,7.32,416,15,78.9
2025-01-11,Gamma,Day,8.0,6.44,298,12,66.0
2025-01-11,Gamma,Evening,8.0,6.87,356,15,76.7
2025-01-11,Gamma,Night,8.0,6.67,340,13,69.2
2025-01-12,Alpha,Day,8.0,7.2,360,5,82.5
2025-01-12,Alpha,Evening,8.0,7.43,363,5,88.7
2025-01-12,Alpha,Night,8.0,7.57,380,4,84.9
2025-01-12,Beta,Day,8.0,6.95,360,11,77.0
2025-01-12,Beta,Evening,8.0,7.42,375,11,72.5
2025-01-12,Beta,Night,8.0,7.21,369,8,76.9
2025-01-12,Gamma,Day,8.0,6.74,355,14,77.6
2025-01-12,Gamma,Evening,8.0,7.33,319,14,69.2
2025-01-12,Gamma,Night,8.0,6.91,344,13,68.7
2025-01-13,Alpha,Day,8.0,7.15,331,6,83.1
2025-01-13,Alpha,Evening,8.0,7.95,426,9,87.5
2025-01-13,Alpha,Night,8.0,7.56,410,7,76.8
2025-01-13,Beta,Day,8.0,6.98,412,11,72.0
2025-01-13,Beta,Evening,8.0,7.13,367,13,71.6
2025-01-13,Beta,Night,8.0,6.98,369,11,70.2
2025-01-13,Gamma,Day,8.0,6.8,337,14,65.1
2025-01-13,Gamma,Evening,8.0,6.85,365,14,74.0
2025-01-13,Gamma,Night,8.0,6.84,359,16,73.9
2025-01-14,Alpha,Day,8.0,7.28,341,9,92.2
2025-01-14,Alpha,Evening,8.0,7.21,305,7,89.0
2025-01-14,Alpha,Night,8.0,7.42,356,6,86.3
2025-01-14,Beta,Day,8.0,7.22,428,10,69.5
2025-01-14,Beta,Evening,8.0,7.11,398,13,73.5
2025-01-14,Beta,Night,8.0,6.85,387,10,76.7
2025-01-14,Gamma,Day,8.0,6.93,336,14,67.6
2025-01-14,Gamma,Evening,8.0,6.65,269,12,75.4
2025-01-14,Gamma,Night,8.0,7.06,379,16,66.9
2025-01-15,Alpha,Day,8.0,7.7,351,3,83.6
2025-01-15,Alpha,Evening,8.0,7.84,426,6,86.2
2025-01-15,Alpha,Night,8.0,7.6,418,9,81.8
2025-01-15,Beta,Day,8.0,6.62,375,12,71.1
2025-01-15,Beta,Evening,8.0,7.26,352,10,73.6
2025-01-15,Beta,Night,8.0,7.14,358,9,74.9
2025-01-15,Gamma,Day,8.0,7.11,370,17,73.9
2025-01-15,Gamma,Evening,8.0,7.21,334,15,68.4
2025-01-15,Gamma,Night,8.0,6.39,376,16,66.7
2025-01-16,Alpha,Day,8.0,7.64,397,6,85.8
2025-01-16,Alpha,Evening,8.0,7.3,365,7,87.4
2025-01-16,Alpha,Night,8.0,7.34,435,8,84.5
2025-01-16,Beta,Day,8.0,6.73,350,11,79.3
2025-01-16,Beta,Evening,8.0,7.21,430,14,72.1
2025-01-16,Beta,Night,8.0,7.32,370,14,75.1
2025-01-16,Gamma,Day,8.0,6.58,357,14,69.6
2025-01-16,Gamma,Evening,8.0,6.95,348,13,71.7
2025-01-16,Gamma,Night,8.0,6.77,340,15,75.9
2025-01-17,Alpha,Day,8.0,7.69,422,9,88.9
2025-01-17,Alpha,Evening,8.0,7.76,377,6,87.1
2025-01-17,Alpha,Night,8.0,7.5,425,8,87.1
2025-01-17,Beta,Day,8.0,7.04,343,11,70.8
2025-01-17,Beta,Evening,8.0,7.09,381,11,76.3
2025-01-17,Beta,Night,8.0,6.97,369,10,75.8
2025-01-17,Gamma,Day,8.0,6.99,380,18,70.5
2025-01-17,Gamma,Evening,8.0,6.73,358,14,67.8
2025-01-17,Gamma,Night,8.0,6.8,306,12,74.6
2025-01-18,Alpha,Day,8.0,7.44,465,9,85.8
2025-01-18,Alpha,Evening,8.0,7.01,408,4,91.0
2025-01-18,Alpha,Night,8.0,8.0,381,12,85.0
2025-01-18,Beta,Day,8.0,6.94,360,11,74.8
2025-01-18,Beta,Evening,8.0,6.93,408,12,79.3
2025-01-18,Beta,Night,8.0,7.0,388,9,71.9
2025-01-18,Gamma,Day,8.0,6.81,347,15,70.4
2025-01-18,Gamma,Evening,8.0,7.08,387,12,75.0
2025-01-18,Gamma,Night,8.0,7.04,405,23,67.5
2025-01-19,Alpha,Day,8.0,7.29,406,9,84.1
2025-01-19,Alpha,Evening,8.0,7.39,344,5,81.1
2025-01-19,Alpha,Night,8.0,7.5,335,4,89.7
2025-01-19,Beta,Day,8.0,6.7,339,13,68.1
2025-01-19,Beta,Evening,8.0,6.88,394,7,77.0
2025-01-19,Beta,Night,8.0,6.88,346,11,69.3
2025-01-19,Gamma,Day,8.0,7.11,391,18,69.5
2025-01-19,Gamma,Evening,8.0,6.92,371,17,64.2
2025-01-19,Gamma,Night,8.0,7.05,329,15,69.2
2025-01-20,Alpha,Day,8.0,7.66,358,5,86.1
2025-01-20,Alpha,Evening,8.0,7.51,356,6,87.1
2025-01-20,Alpha,Night,8.0,7.14,396,8,85.6
2025-01-20,Beta,Day,8.0,6.92,338,10,71.1
2025-01-20,Beta,Evening,8.0,7.29,444,14,78.8
2025-01-20,Beta,Night,8.0,6.8,376,11,80.4
2025-01-20,Gamma,Day,8.0,7.2,368,13,70.8
2025-01-20,Gamma,Evening,8.0,7.25,366,17,72.3
2025-01-20,Gamma,Night,8.0,6.17,320,17,75.9
2025-01-21,Alpha,Day,8.0,7.48,289,7,84.1
2025-01-21,Alpha,Evening,8.0,7.36,356,6,90.9
2025-01-21,Alpha,Night,8.0,7.42,365,6,82.4
2025-01-21,Beta,Day,8.0,7.08,410,14,69.0
2025-01-21,Beta,Evening,8.0,6.62,328,7,77.6
2025-01-21,Beta,Night,8.0,6.76,348,14,78.7
2025-01-21,Gamma,Day,8.0,6.85,348,13,71.3
2025-01-21,Gamma,Evening,8.0,6.91,356,15,65.5
2025-01-21,Gamma,Night,8.0,6.66,328,14,70.8
2025-01-22,Alpha,Day,8.0,7.51,381,5,99.9
2025-01-22,Alpha,Evening,8.0,7.81,392,6,86.4
2025-01-22,Alpha,Night,8.0,7.69,387,4,81.8
2025-01-22,Beta,Day,8.0,7.29,336,10,77.0
2025-01-22,Beta,Evening,8.0,7.51,472,16,70.0
2025-01-22,Beta,Night,8.0,6.86,332,9,68.3
2025-01-22,Gamma,Day,8.0,6.69,296,12,66.2
2025-01-22,Gamma,Evening,8.0,6.47,323,15,70.6
2025-01-22,Gamma,Night,8.0,6.98,344,12,63.5
2025-01-23,Alpha,Day,8.0,7.08,377,5,90.8
2025-01-23,Alpha,Evening,8.0,7.81,372,8,88.7
2025-01-23,Alpha,Night,8.0,7.79,402,11,88.7
2025-01-23,Beta,Day,8.0,7.09,346,14,70.6
2025-01-23,Beta,Evening,8.0,6.73,352,12,76.4
2025-01-23,Beta,Night,8.0,7.54,424,13,77.4
2025-01-23,Gamma,Day,8.0,6.43,279,15,70.0
2025-01-23,Gamma,Evening,8.0,6.82,400,14,71.7
2025-01-23,Gamma,Night,8.0,6.99,405,19,67.1
2025-01-24,Alpha,Day,8.0,7.95,398,5,80.1
2025-01-24,Alpha,Evening,8.0,7.78,363,7,86.6
2025-01-24,Alpha,Night,8.0,7.14,372,5,87.3
2025-01-24,Beta,Day,8.0,6.75,286,9,74.0
2025-01-24,Beta,Evening,8.0,6.74,357,12,75.4
2025-01-24,Beta,Night,8.0,7.05,392,13,74.8
2025-01-24,Gamma,Day,8.0,6.56,304,14,66.1
2025-01-24,Gamma,Evening,8.0,6.87,371,11,71.0
2025-01-24,Gamma,Night,8.0,7.03,376,14,73.1
2025-01-25,Alpha,Day,8.0,7.67,424,11,83.4
2025-01-25,Alpha,Evening,8.0,7.36,376,0,81.8
2025-01-25,Alpha,Night,8.0,7.28,386,3,90.8
2025-01-25,Beta,Day,8.0,6.4,319,10,73.8
2025-01-25,Beta,Evening,8.0,7.4,388,12,73.5
2025-01-25,Beta,Night,8.0,7.05,328,12,73.6
2025-01-25,Gamma,Day,8.0,6.9,329,15,65.8
2025-01-25,Gamma,Evening,8.0,6.41,330,17,67.3
2025-01-25,Gamma,Night,8.0,6.4,351,14,69.0
2025-01-26,Alpha,Day,8.0,7.06,367,6,86.1
2025-01-26,Alpha,Evening,8.0,8.0,400,7,91.1
2025-01-26,Alpha,Night,8.0,7.22,351,5,83.2
2025-01-26,Beta,Day,8.0,6.95,389,9,76.9
2025-01-26,Beta,Evening,8.0,6.87,340,12,69.0
2025-01-26,Beta,Night,8.0,6.95,341,10,76.6
2025-01-26,Gamma,Day,8.0,6.98,386,16,72.2
2025-01-26,Gamma,Evening,8.0,6.84,323,12,69.9
2025-01-26,Gamma,Night,8.0,6.56,325,14,69.9
2025-01-27,Alpha,Day,8.0,7.58,389,5,92.6
2025-01-27,Alpha,Evening,8.0,7.52,380,5,87.8
2025-01-27,Alpha,Night,8.0,7.02,315,6,87.6
2025-01-27,Beta,Day,8.0,7.02,323,11,72.2
2025-01-27,Beta,Evening,8.0,7.26,369,10,74.9
2025-01-27,Beta,Night,8.0,6.75,323,15,76.3
2025-01-27,Gamma,Day,8.0,6.81,303,13,69.0
2025-01-27,Gamma,Evening,8.0,6.64,361,14,71.3
2025-01-27,Gamma,Night,8.0,6.69,330,13,72.4
2025-01-28,Alpha,Day,8.0,7.68,418,5,85.6
2025-01-28,Alpha,Evening,8.0,7.3,350,9,87.9
2025-01-28,Alpha,Night,8.0,7.23,418,8,92.4
2025-01-28,Beta,Day,8.0,7.07,329,10,75.8
2025-01-28,Beta,Evening,8.0,6.89,365,11,76.0
2025-01-28,Beta,Night,8.0,7.39,368,14,81.1
2025-01-28,Gamma,Day,8.0,6.53,335,17,65.9
2025-01-28,Gamma,Evening,8.0,6.91,329,15,72.8
2025-01-28,Gamma,Night,8.0,6.7,342,15,72.5
2025-01-29,Alpha,Day,8.0,7.12,378,5,80.1
2025-01-29,Alpha,Evening,8.0,7.89,412,6,91.7
2025-01-29,Alpha,Night,8.0,7.52,455,8,90.6
2025-01-29,Beta,Day,8.0,7.02,383,13,72.5
2025-01-29,Beta,Evening,8.0,7.28,407,14,71.3
2025-01-29,Beta,Night,8.0,6.82,349,8,67.1
2025-01-29,Gamma,Day,8.0,7.04,395,19,66.9
2025-01-29,Gamma,Evening,8.0,7.07,370,14,71.7
2025-01-29,Gamma,Night,8.0,6.91,321,11,75.9
2025-01-30,Alpha,Day,8.0,7.4,354,4,89.4
2025-01-30,Alpha,Evening,8.0,7.03,350,5,84.2
2025-01-30,Alpha,Night,8.0,7.26,410,6,92.3
2025-01-30,Beta,Day,8.0,7.0,352,8,74.4
2025-01-30,Beta,Evening,8.0,7.11,339,9,70.7
2025-01-30,Beta,Night,8.0,7.2,378,14,79.2
2025-01-30,Gamma,Day,8.0,7.0,434,21,69.3
2025-01-30,Gamma,Evening,8.0,6.47,329,14,78.9
2025-01-30,Gamma,Night,8.0,6.5,332,13,66.6
2025-01-31,Alpha,Day,8.0,7.57,426,9,84.9
2025-01-31,Alpha,Evening,8.0,7.83,383,8,83.0
2025-01-31,Alpha,Night,8.0,7.72,415,7,88.6
2025-01-31,Beta,Day,8.0,6.64,342,11,70.7
2025-01-31,Beta,Evening,8.0,6.91,380,14,76.6
2025-01-31,Beta,Night,8.0,7.25,381,10,76.3
2025-01-31,Gamma,Day,8.0,7.1,347,13,72.9
2025-01-31,Gamma,Evening,8.0,7.14,380,17,72.9
2025-01-31,Gamma,Night,8.0,6.71,354,15,74.3
2025-02-01,Alpha,Day,8.0,7.41,357,7,90.6
2025-02-01,Alpha,Evening,8.0,7.5,377,6,84.5
2025-02-01,Alpha,Night,8.0,7.41,407,8,84.3
2025-02-01,Beta,Day,8.0,7.16,393,10,72.6
2025-02-01,Beta,Evening,8.0,7.26,360,12,79.1
2025-02-01,Beta,Night,8.0,6.76,370,11,77.2
2025-02-01,Gamma,Day,8.0,6.78,350,14,68.9
2025-02-01,Gamma,Evening,8.0,6.85,334,13,74.6
2025-02-01,Gamma,Night,8.0,6.71,334,13,70.8
2025-02-02,Alpha,Day,8.0,7.54,401,7,85.5
2025-02-02,Alpha,Evening,8.0,7.31,339,9,84.2
2025-02-02,Alpha,Night,8.0,7.35,401,5,78.4
2025-02-02,Beta,Day,8.0,6.9,380,12,71.7
2025-02-02,Beta,Evening,8.0,7.0,346,12,73.2
2025-02-02,Beta,Night,8.0,7.27,362,9,72.1
2025-02-02,Gamma,Day,8.0,7.13,387,18,70.1
2025-02-02,Gamma,Evening,8.0,7.03,392,16,74.0
2025-02-02,Gamma,Night,8.0,6.29,367,18,70.5
2025-02-03,Alpha,Day,8.0,7.91,403,5,88.5
2025-02-03,Alpha,Evening,8.0,7.53,339,4,85.4
2025-02-03,Alpha,Night,8.0,7.39,343,3,86.6
2025-02-03,Beta,Day,8.0,6.91,342,9,74.4
2025-02-03,Beta,Evening,8.0,7.45,407,11,69.8
2025-02-03,Beta,Night,8.0,6.5,339,9,82.0
2025-02-03,Gamma,Day,8.0,6.71,310,12,66.6
2025-02-03,Gamma,Evening,8.0,7.02,367,15,70.2
2025-02-03,Gamma,Night,8.0,6.76,380,15,68.7
2025-02-04,Alpha,Day,8.0,7.89,381,4,78.5
2025-02-04,Alpha,Evening,8.0,7.12,358,8,83.1
2025-02-04,Alpha,Night,8.0,7.65,326,4,90.7
2025-02-04,Beta,Day,8.0,6.72,332,9,76.1
2025-02-04,Beta,Evening,8.0,7.34,378,8,76.2
2025-02-04,Beta,Night,8.0,6.95,390,14,76.3
2025-02-04,Gamma,Day,8.0,6.81,321,15,69.6
2025-02-04,Gamma,Evening,8.0,6.89,334,13,67.8
2025-02-04,Gamma,Night,8.0,6.73,366,17,70.5
2025-02-05,Alpha,Day,8.0,7.46,403,11,88.9
2025-02-05,Alpha,Evening,8.0,7.24,333,4,89.2
2025-02-05,Alpha,Night,8.0,7.25,350,6,89.5
2025-02-05,Beta,Day,8.0,7.07,347,11,77.6
2025-02-05,Beta,Evening,8.0,6.65,424,13,75.5
2025-02-05,Beta,Night,8.0,7.0,369,11,77.8
2025-02-05,Gamma,Day,8.0,7.1,370,17,76.8
2025-02-05,Gamma,Evening,8.0,6.63,355,12,73.4
2025-02-05,Gamma,Night,8.0,6.73,345,14,70.4
2025-02-06,Alpha,Day,8.0,7.48,420,8,86.1
2025-02-06,Alpha,Evening,8.0,7.51,378,7,88.1
2025-02-06,Alpha,Night,8.0,7.55,384,7,81.4
2025-02-06,Beta,Day,8.0,7.14,344,10,77.0
2025-02-06,Beta,Evening,8.0,7.13,327,9,68.7
2025-02-06,Beta,Night,8.0,6.71,304,12,75.7
2025-02-06,Gamma,Day,8.0,6.73,372,15,68.5
2025-02-06,Gamma,Evening,8.0,6.48,372,14,72.8
2025-02-06,Gamma,Night,8.0,6.71,356,16,73.0
2025-02-07,Alpha,Day,8.0,7.52,339,8,87.8
2025-02-07,Alpha,Evening,8.0,7.58,360,6,86.5
2025-02-07,Alpha,Night,8.0,8.0,412,11,89.9
2025-02-07,Beta,Day,8.0,7.22,322,11,76.5
2025-02-07,Beta,Evening,8.0,7.3,359,8,79.1
2025-02-07,Beta,Night,8.0,7.16,336,8,70.2
2025-02-07,Gamma,Day,8.0,7.2,416,16,66.0
2025-02-07,Gamma,Evening,8.0,7.02,370,17,71.1
2025-02-07,Gamma,Night,8.0,6.97,315,14,77.9
2025-02-08,Alpha,Day,8.0,7.3,396,3,86.9
2025-02-08,Alpha,Evening,8.0,7.24,378,4,85.9
2025-02-08,Alpha,Night,8.0,7.42,375,8,82.6
2025-02-08,Beta,Day,8.0,7.04,297,11,67.8
2025-02-08,Beta,Evening,8.0,7.49,372,12,74.0
2025-02-08,Beta,Night,8.0,7.37,360,10,73.1
2025-02-08,Gamma,Day,8.0,6.96,357,16,68.7
2025-02-08,Gamma,Evening,8.0,6.91,393,18,71.6
2025-02-08,Gamma,Night,8.0,6.27,303,13,67.3
2025-02-09,Alpha,Day,8.0,7.23,316,6,83.5
2025-02-09,Alpha,Evening,8.0,7.27,317,4,87.6
2025-02-09,Alpha,Night,8.0,7.3,369,6,84.4
2025-02-09,Beta,Day,8.0,7.28,379,15,77.3
2025-02-09,Beta,Evening,8.0,7.18,367,7,78.9
2025-02-09,Beta,Night,8.0,7.08,373,12,75.2
2025-02-09,Gamma,Day,8.0,6.18,375,16,71.0
2025-02-09,Gamma,Evening,8.0,6.65,382,17,71.5
2025-02-09,Gamma,Night,8.0,6.39,352,16,70.6
2025-02-10,Alpha,Day,8.0,7.8,440,10,82.8
2025-02-10,Alpha,Evening,8.0,7.61,334,4,83.8
2025-02-10,Alpha,Night,8.0,7.53,401,6,91.1
2025-02-10,Beta,Day,8.0,7.03,317,7,70.2
2025-02-10,Beta,Evening,8.0,7.43,405,13,80.1
2025-02-10,Beta,Night,8.0,7.13,346,8,76.2
2025-02-10,Gamma,Day,8.0,6.47,335,15,68.6
2025-02-10,Gamma,Evening,8.0,7.11,374,16,71.1
2025-02-10,Gamma,Night,8.0,6.84,301,14,70.9
2025-02-11,Alpha,Day,8.0,7.66,401,10,89.3
2025-02-11,Alpha,Evening,8.0,7.75,357,7,87.1
2025-02-11,Alpha,Night,8.0,7.61,344,9,84.4
2025-02-11,Beta,Day,8.0,7.06,345,10,67.6
2025-02-11,Beta,Evening,8.0,7.3,329,9,68.9
2025-02-11,Beta,Night,8.0,6.93,360,14,75.4
2025-02-11,Gamma,Day,8.0,6.9,340,14,68.9
2025-02-11,Gamma,Evening,8.0,6.6,333,15,69.5
2025-02-11,Gamma,Night,8.0,6.6,296,11,76.7
2025-02-12,Alpha,Day,8.0,7.27,377,9,93.2
2025-02-12,Alpha,Evening,8.0,7.5,420,6,85.6
2025-02-12,Alpha,Night,8.0,7.3,354,7,83.1
2025-02-12,Beta,Day,8.0,7.22,381,11,72.2
2025-02-12,Beta,Evening,8.0,6.92,398,11,71.6
2025-02-12,Beta,Night,8.0,6.69,395,14,73.9
2025-02-12,Gamma,Day,8.0,6.61,353,16,75.5
2025-02-12,Gamma,Evening,8.0,6.54,334,15,65.2
2025-02-12,Gamma,Night,8.0,7.11,334,15,71.5
2025-02-13,Alpha,Day,8.0,8.0,384,4,87.1
2025-02-13,Alpha,Evening,8.0,7.44,375,9,86.6
2025-02-13,Alpha,Night,8.0,7.31,405,6,86.7
2025-02-13,Beta,Day,8.0,7.64,380,10,77.1
2025-02-13,Beta,Evening,8.0,6.82,363,12,76.4
2025-02-13,Beta,Night,8.0,7.29,414,13,74.3
2025-02-13,Gamma,Day,8.0,6.92,394,20,74.6
2025-02-13,Gamma,Evening,8.0,6.56,360,21,63.9
2025-02-13,Gamma,Night,8.0,6.68,319,15,71.0
2025-02-14,Alpha,Day,8.0,7.19,411,7,80.5
2025-02-14,Alpha,Evening,8.0,7.48,405,10,83.1
2025-02-14,Alpha,Night,8.0,7.39,384,10,91.3
2025-02-14,Beta,Day,8.0,6.96,381,13,73.2
2025-02-14,Beta,Evening,8.0,6.82,392,12,73.9
2025-02-14,Beta,Night,8.0,6.84,402,13,71.4
2025-02-14,Gamma,Day,8.0,6.73,356,16,73.0
2025-02-14,Gamma,Evening,8.0,6.93,339,16,74.0
2025-02-14,Gamma,Night,8.0,7.23,342,13,75.2
2025-02-15,Alpha,Day,8.0,7.57,407,6,94.8
2025-02-15,Alpha,Evening,8.0,7.85,412,8,84.8
2025-02-15,Alpha,Night,8.0,7.43,367,8,91.0
2025-02-15,Beta,Day,8.0,7.27,405,16,68.7
2025-02-15,Beta,Evening,8.0,6.57,313,10,72.4
2025-02-15,Beta,Night,8.0,7.38,418,15,71.3
2025-02-15,Gamma,Day,8.0,7.23,402,18,65.9
2025-02-15,Gamma,Evening,8.0,6.87,325,14,77.6
2025-02-15,Gamma,Night,8.0,7.03,332,12,64.6
2025-02-16,Alpha,Day,8.0,7.12,375,8,92.8
2025-02-16,Alpha,Evening,8.0,7.65,402,9,85.4
2025-02-16,Alpha,Night,8.0,7.35,378,7,91.8
2025-02-16,Beta,Day,8.0,6.71,332,10,72.6
2025-02-16,Beta,Evening,8.0,7.07,370,14,75.4
2025-02-16,Beta,Night,8.0,6.69,383,13,77.1
2025-02-16,Gamma,Day,8.0,7.09,367,14,65.8
2025-02-16,Gamma,Evening,8.0,6.93,321,13,73.0
2025-02-16,Gamma,Night,8.0,7.21,366,19,64.9
2025-02-17,Alpha,Day,8.0,7.16,396,6,91.0
2025-02-17,Alpha,Evening,8.0,7.37,379,6,82.9
2025-02-17,Alpha,Night,8.0,7.37,364,6,89.2
2025-02-17,Beta,Day,8.0,6.94,346,13,79.0
2025-02-17,Beta,Evening,8.0,7.4,376,12,69.6
2025-02-17,Beta,Night,8.0,6.7,416,13,77.3
2025-02-17,Gamma,Day,8.0,6.52,328,12,69.7
2025-02-17,Gamma,Evening,8.0,6.99,364,14,72.3
2025-02-17,Gamma,Night,8.0,7.12,347,13,69.1
2025-02-18,Alpha,Day,8.0,7.72,396,6,80.7
2025-02-18,Alpha,Evening,8.0,7.16,387,8,90.6
2025-02-18,Alpha,Night,8.0,7.48,399,7,85.0
2025-02-18,Beta,Day,8.0,7.3,359,10,73.0
2025-02-18,Beta,Evening,8.0,7.1,325,9,75.0
2025-02-18,Beta,Night,8.0,6.89,332,9,81.2
2025-02-18,Gamma,Day,8.0,7.17,397,17,70.3
2025-02-18,Gamma,Evening,8.0,6.82,350,14,71.8
2025-02-18,Gamma,Night,8.0,6.77,366,17,65.4
2025-02-19,Alpha,Day,8.0,7.72,389,5,87.7
2025-02-19,Alpha,Evening,8.0,7.55,403,8,80.5
2025-02-19,Alpha,Night,8.0,7.62,405,8,85.0
2025-02-19,Beta,Day,8.0,7.25,321,11,66.1
2025-02-19,Beta,Evening,8.0,7.17,399,12,73.4
2025-02-19,Beta,Night,8.0,7.11,371,12,78.8
2025-02-19,Gamma,Day,8.0,6.83,378,15,68.0
2025-02-19,Gamma,Evening,8.0,6.71,308,14,64.9
2025-02-19,Gamma,Night,8.0,6.53,309,13,69.8
2025-02-20,Alpha,Day,8.0,7.78,389,9,88.8
2025-02-20,Alpha,Evening,8.0,7.97,386,8,90.0
2025-02-20,Alpha,Night,8.0,7.71,435,8,90.7
2025-02-20,Beta,Day,8.0,7.29,361,10,74.2
2025-02-20,Beta,Evening,8.0,7.44,332,10,75.7
2025-02-20,Beta,Night,8.0,7.13,388,11,72.4
2025-02-20,Gamma,Day,8.0,7.28,393,19,70.3
2025-02-20,Gamma,Evening,8.0,6.54,272,11,62.9
